what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1380101628621
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380101633577
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1380101637274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.linkWithEditor",1380101637416
started,bundle,com.google.gdt.eclipse.designer.wizards,2.4.2.r37x201110181249,"com.google.gdt.eclipse.designer.wizards",1380101642223
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380101646252
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380101649451
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380101649501
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380101649563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1380101655093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380101658944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1380101664074
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1380101665419
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1380101668472
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1380101678791
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1380101678954
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1380101679118
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1380101679566
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1380101680174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1380101681083
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380101687529
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1380101687551
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380101691964
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380101693747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380101697919
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1380101720807
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1380101722752
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1380101722921
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1380101723074
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1380101723245
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1380101723710
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1380101724171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380101732409
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380101733160
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380101744780
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380101748410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1380101756066
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380101766693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380101779033
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380101780926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380101801462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1380101806404
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1380101807837
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1380101808018
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380101808385
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1380101813536
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1380101814336
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380101815173
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101820146
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101820961
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101821421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101822060
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101822421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101823757
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101827098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101827446
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101827745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101828138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101828747
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101829068
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101829322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101829674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101830016
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101830289
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101830685
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101831033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101831314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1380101831700
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1380101834363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1380101835496
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380101837244
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380101838758
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1380101849440
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380101863644
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380101864541
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380101865439
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1380101867532
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1380101868252
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380101881522
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380101899117
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380101921964
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380101971390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380101985921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380101990322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1380101992700
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380102008041
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102048271
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102050635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380102058185
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1380102087479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380102088938
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102090577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102112574
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1380102131498
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102133403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102155062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102159324
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102162059
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1380102162063
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102169533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102178112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1380102178116
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380102182321
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380102182373
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1380102184273
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1380102184594
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380102186413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102189264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102214430
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380102217005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102244827
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102245907
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1380102275525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1380102278055
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102298997
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102302694
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1380102308410
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1380102311064
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1380102311249
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1380102312550
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1380102314275
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1380102315470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102320790
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102326705
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1380102364628
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1380102366164
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1380102371267
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1380102389360
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1380102391611
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1380102391861
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1380102392170
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1380102399325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380102402992
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102413226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102464931
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1380102469537
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1380102469732
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380102470734
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1380102472981
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1380102474890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102480937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102488738
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102524014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102539828
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1380102570316
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1380102570505
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1380102572525
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1380102579048
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1380102579295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1380102580898
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1380102581173
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1380102585080
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1380102585338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1380102585894
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102594068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102607304
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1380102613600
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1380102615068
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1380102615231
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1380102615389
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1380102615561
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1380102616053
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102619174
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102633229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1380102636796
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1380102638180
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1380102638355
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380102642573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102681729
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102711198
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102712604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102713516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102714115
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102761132
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102767898
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102769767
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102775565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102778653
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1380102784528
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102791984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102793975
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1380102797527
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102799114
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102801248
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1380102805782
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1380102815209
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102826536
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102827455
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102828162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102837875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380102860781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380102863434
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380105533082
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1380105544262
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380105545237
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380108455307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380108456259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380110013651
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380110014870
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380110033668
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380110038825
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1380110039763
